adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[18],862164,hi,सीता,A young lad witnesses an infant girl being abandoned and later discovers that she had already passed away. He gets determined to perform her last rites against all odds.,1.559,/nCwqJhrW5zuNnIZ3Y0imMrkijh8.jpg,2021-04-06,Sita,False,10.0,1
False,/aFWW7DEdK7VhoStNr9FKfwTEIYj.jpg,[10751],494255,hi,Maahir,"Kamini falls in love with Amar and they get married. On her way to meet her in-laws, Kamini is arrested for drug possession. Years later, she seeks revenge for the wrong that was done to her.",1.512,/odR8JDSkecWkmFXlSvLIo2FMTR7.jpg,1996-07-26,Maahir,False,0.0,0
False,,[],198324,hi,धारावी,"The film follows a scrappy taxi driver's fortunes as he tries to break out from the clutches of poverty, devising plans and investing all his money in a dubious schemes which eventually blow out on him, coming under the eye of unscrupulous politician and local goons, yet he still perseveres for his dreams.",1.352,/5iEngeLhcEW7K3Ms2kCWK9HyfXq.jpg,1991-09-30,Dharavi,False,6.3,3
False,/cH5f3xzGnfBuiJHFnOebkGOIr30.jpg,[53],166253,hi,प्यार तूने क्या किया...,"Ria Jaiswal lives a very wealthy lifestyle along with her mom and dad. As she is the only child in this family, her parents dot on her and give in to her every wish.",2.253,/lmNXHDgorVTqO8qnTUuckOBnXbq.jpg,2001-05-09,Pyaar Tune Kya Kiya,False,6.0,8
False,/n0pid5eoQZtvHViIWQEFW93dl8j.jpg,"[27, 28, 18]",482337,hi,Benaam,"A masked man is killing a group of underworld hoods, which has the police and the hoods equally baffled.",1.793,/9e8FRv6cRiDNTmEO8uupDt7NBzA.jpg,1999-01-01,Benaam,False,10.0,1
False,/ausT9CYrQvXkH0QvmG70JBpZkq7.jpg,[10749],413064,hi,Awesome Mausam,"This love story between a Hindu boy, Rahul Sharma (Rahul Romy Sharma) and Muslim girl, Ghazal Siddiqui (Ambalika Sarkar) invokes the ‘Laila-Majnu’ track to drive home it’s legendary leanings. Unfortunately there’s really nothing much to recommend here save for a few lines of stinging thought-provoking dialogue.",1.297,/iUDZdjffGyG4zvhQz1MZeHBrLzr.jpg,2016-03-18,Awesome Mausam,False,7.0,1
False,/vSVhSge7BOkKQeAlpGoEawlWJpj.jpg,"[35, 18]",320551,hi,Mera Damad,"Utpal Dutt stars as Chaudhry, a landowner who comes to town looking to get his daughter Sunita (Zarina Wahab) married to the son of his childhood friend Khanna. Khanna's son, Jai (Farooque Shaikh), isn't interested in marrying anyone, but his determined father nonetheless plans a trip to Chaudhry's village for Jai, hoping things will work out. What ensues is a hilarious comedy of errors.",1.542,/bRtoiYgIBaC9RAkTfdm6IoGZF49.jpg,1985-03-08,Mera Damad,False,2.0,1
False,,[18],363701,hi,Safar,"Determined to carve out a better future for herself, teenage Gouri leaves behind a life of prostitution that was forced upon her at a young age and takes a job as a caregiver for a mistrusting elderly widow. But just as she starts to find her footing in this new life, Gouri’s past rears its ugly head again. Skillful direction and understated performances shine in this nuanced exploration of the challenges and triumphs of starting over.",1.046,/gLfau3ncFfrfbfC6ECi6o3gozQr.jpg,2014-12-31,Journey,False,6.0,1
False,,[],166870,hi,Filhaal...,"Rewa Singh (Tabu) and Sia Sheth (Sushmita Sen) are best friends. Having grown up together, the pair are inseparable and are always there for each other. They are very different when it comes to marriage and commitment.",2.442,/5urxHiyH8ZizWOjIjnzaRrvb4tF.jpg,2002-02-01,Filhaal...,False,0.0,0
False,/rdfRRF69wDhrFyaeYTlfrohg4ZU.jpg,[18],301619,hi,Charitraheen,"Inder and Rama fall in love with each other but due to a twist of fate, Inder marries someone else. However, things take an unexpected turn when Inder and Rama meet again after a few years.",1.261,/jVkTfZgAaN8RcMzjbnVBsTnEz6G.jpg,1974-01-01,Charitraheen,False,0.0,0
False,,[18],271574,hi,Moksha: Salvation,"A young law student finds his strongly held ideals clashing with the work he has to undertake, leading to a crisis of confidence in this 2001 Bollywood feature from director Ashok Mehta.",1.046,/cuM7sXzAG9Qk1gDtnFShnjSBtBi.jpg,2001-11-30,Moksha: Salvation,False,5.875,4
False,,[18],1216447,hi,Manhoos,"An emotional film on how much did an innocent single father suffer, when his daughter was sold to a brothel. Father spends his life searching for her.",1.045,/dEyaIqijHaYLFnpdExOcbnFeZKU.jpg,2022-08-04,Manhoos,False,0.0,0
False,,[18],608148,hi,Halwa,"When Sujata gets an unexpected piece of news about her secret childhood sweetheart and best friend Premila, she begins to rekindle the spark with the aid of a new Facebook account, but her abusive husband takes notice.",1.519,/17nBJldAaHZvu3f0yQ3Q2CQvx4F.jpg,2018-05-03,Halwa,False,0.0,0
False,,[10749],429860,hi,Dil Sala Sanki,"Ever since Badal was an eight year old, he's been in love with violence. As a role model, he chooses the local mafia leader Bachcha Babu. As he grows up, Badal's passion for becoming like Bachcha Babu increases. One day, by chance, he gets the opportunity to join Baccha Babu's gang. He meets a girl called Megha and falls head over heels for her at first sight. However, she wants nothing to do with him. Megha's father, Sharmaji, who is a government school teacher, finds out that Badal is bothering Megha. With the help of his journalist friend, he goes to Bachcha Babu and tells him that Badal is creating trouble in his daughter's life. Bachcha Babu assures the journalist that from now on Badal will not disturb Megha and her family. In the course of events Bachcha Babu bumps into Megha and finds that he wants her for himself - at any cost. Bachcha Babu goes to the extent of killing his own wife to marry Megha.",1.607,/w7C40rS8LNu3vF96CntO5w4lQ87.jpg,2016-09-09,Dil Sala Sanki,False,3.3,3
False,,[],767586,hi,Stree,"Stree is a 1961 Indian fantasy film selected as the Indian entry for the Best Foreign Language Film at the 34th Academy Awards, but not nominated.",1.542,/mQ19rXBHzeg3s5TbDNmx48NGVuH.jpg,1961-01-01,Stree,False,5.0,1
False,,"[9648, 80, 18, 10751, 10402]",304177,hi,अनोखी रात,A young woman agrees to marry a much older man in order to save her grandfathers home.,1.292,/794W4KqOC6czWdErX6odM5i83EJ.jpg,1968-01-01,Anokhi Raat,False,6.0,1
False,/7o5uQBCodA7V612kPByM0w2k0Aj.jpg,"[53, 9648, 18]",764336,hi,Lahore Confidential,"The story revolves around a humble, divorced Indian woman named Ananya and amidst her mundane-routine life, she finds herself on a secret intelligence duty in Pakistan. But her love for Urdu literature will have her falling in love that will eventually put them in a tug of war with each other.",1.837,/n9RE7wiM94E1f0GWr2OCjnYfBuJ.jpg,2021-02-04,Lahore Confidential,False,6.0,2
False,,"[10752, 28, 18, 10402]",326781,hi,हक़ीकत,A platoon of Indian soldiers encounters harsh realities while fighting in the Sino-Indian War of 1962.,1.602,/dey0RnLOjEg83825PJ4kdGHUjsD.jpg,1964-02-03,Haqeeqat,False,5.0,3
False,,[],304333,hi,Numbri Aadmi,"Rana (Amrish Puri) kills Inspector Anand Srivastav, and the only witness is Anand's son, Shankar. Years later, Shankar has grown up and has become a modern Robin Hood of sorts, robs the rich and distributes the wealth amongst the poor, especially a charitable hospital. Shankar comes to know that Rana is still alive, and attempts to avenge his father's death, only to find out that Rana has powerful friends, such as Assistant Commissioner of Police Vijay Pratap (Suresh Oberoi), who not only disbelief Shankar, but will prevent him from doing any harm to Rana.",1.044,/dpaz1EOmEUZsDrEb0bModCJHcHi.jpg,1991-01-01,Numbri Aadmi,False,5.0,1
False,/73Uc7v0R4YnHC47oKvZxtY7Cdyn.jpg,"[10749, 53]",1136169,hi,आई लव यू,"Satya is a highly successful corporate executive who looks forward to a bright future with her fiancé, Vishal. One night, when she is about to board a flight to Delhi, Satya finds herself trapped within the office premises. What dangers await her?",2.143,/u04epjbCqF6xx2G5fR9TV1IM8Wu.jpg,2023-06-16,I Love You,False,4.2,2
False,,[],904473,hi,Angoor,"A girl with mental problems gets break in C grade movie and try to woo the producer to increase her payment. In between, it turn out that producer is homosexual, and likes the male lead of film. Thus hilarious events ensues till the director of film is murdered during filming a sensual scene and actress is framed for it. Will she be able to get out of charges?",1.512,/ajlV6qSwvpIaUw9E1NhRp3pjpzG.jpg,2005-11-04,Angoor,False,0.0,0
False,,[],798464,hi,Manohar Pandey,,1.042,/tddO8VI2w7GhcpywouKw5hGoeCP.jpg,,Manohar Pandey,False,0.0,0
False,,[80],726802,hi,Mumbai Underworld,"Mumbai Underworld tells the tale of two 12 year old boys (Vijay and Yakub) who grow up in the slums of India. Wanting to make a name for themselves in the mafia world, they start delivering drugs and loot people with the help of their transvestite friend.  Things go wrong when they are sent to a juvenile reformatory after being wrongly convicted for a murder. They learn life is much tougher in the reformatory than the world they came from. They are tortured by the warden and senior inmates. But instead of reforming they develop a more sinister plan in their quest for ultimate power.  Unexpected events force the two men to decide between redemption and their quest for power. Will they find redemption, if so, at what price?",1.268,,2017-12-08,Mumbai Underworld,False,0.0,0
False,,"[80, 18, 9648, 53]",271210,hi,12 O'Clock,"Bani Chowdhury and solicitor Ajoy Kumar are deeply in love with each other. But their world comes crashing down when Bani's cousin, Maya is found dead in the first class compartment.",1.042,/tWcmpAfDVC0YpMGOHKcP3ot2DL0.jpg,1958-01-01,12 O'Clock,False,7.0,1
False,,[],147358,hi,Cigarette ki Tarah,"Cigarette Ki Tarah is an upcoming romantic thriller movie, featuring Bhoop Yaduvanshi, Prashant Narayanan, Madhurima Tuli, Sudesh Berry and others in their respective roles.The movie has an engaging story which is filled with lots of twists and turns that will keep the viewers on the edge of their seats. This romantic thriller is the story of a young and handsome guy, and how he falls in love blindly with a young beautiful girl. In precise, the story follows with how this blind love leads the guy into a deep trouble, and further separates him from other people like one man versus the entire world. In these dark situations, where one surely gives up on everything, but he doesnt, and thus keeps on believing and trusting on his blind love, which eventually and fortunately shows him all the ways to be out from all the difficulties.",1.294,/yTQ1PjmEeArXhiluRIGcIhwUZA.jpg,2012-12-14,Cigarette ki Tarah,False,6.5,1
False,,[99],491457,hi,Mod,"'Mod' is an attempt by the filmmaker at communicating with the young men who hang out at the ‘notorious’ water tank in her neighbourhood in Pratap Vihar, Ghaziabad. The water tank is a space that is frequented by the so-called ‘no-gooders’ of the locality, a place where they play cricket, play cards, drink and smoke up. When she enters the space with her camera, the boys are curious and at the same time wary of it and her. They sometimes resist, sometimes protest, and at times, open up. As the film unfolds we get a hint of the lives the boys lead and the fragile world they create for themselves at the water tank.",1.265,,2016-01-01,The Turn,False,0.0,0
False,/kLAMsPwmpBbXRFZ695GEJ2Ju4W5.jpg,[],999500,hi,MaNan,Parth Samthaan and Niti Taylor return as the popular Jodi of Manik and Nandini aka MaNan. Watch the brat Manik as he falls for the naive Nandini and how their rollercoaster journey of love begins.,1.041,/tpMSliYx4B86nZZ9IsV2BA3Ey7q.jpg,2022-02-18,MaNan,False,10.0,1
False,/iLsgZe1f401N2Z9vvQECuLUO5Q.jpg,[10749],210068,hi,मुझे कुछ कहना है,"Karan who is weak in his studies but good at music and masti which always results in fighting with his father, but his life changes when he sees the girl of his dreams. Everywhere he sees her he follows her but one day he goes out of town to find her but couldn't. Later his father sents him to another city but his car breaks down and takes lift and finds it's the same girl whos name is Pooja.",2.429,/u2YYZYm5NAKTI4cNfl3dgt3HBfo.jpg,2001-05-25,Mujhe Kucch Kehna Hai,False,4.867,15
False,/gSSqPclDdfW6LKuHV2CsYOYQfEm.jpg,[10749],994287,hi,Sarfarosh,"Wrongly imprisoned and seeking vengeance against his oppressors, a man must face-off against his own son.",1.04,/nh3DesAtEJ1434wzxe4Km3I16DP.jpg,1985-03-15,Sarfarosh,False,0.0,0
False,,"[53, 80, 9648, 10749]",442706,hi,Mahal,"To pay for his sister's marriage, a brother enters into a criminal conspiracy to impersonate the nephew of a wealthy male.",1.541,/95itmj5XD8WoiNB8SaHimcsGqOm.jpg,1969-01-01,Mahal,False,6.0,1
False,/oGE4xzyA6jKyjgJ2txv6gWzilNK.jpg,[18],307621,hi,Son of India,The film is based on an incredible true story about a village woman who gets lost at a railway station and waits fourteen years for her husband to come.,2.428,/jmxiVOWANXFXSCBcPzTwOrV5nAG.jpg,1962-01-01,Son of India,False,6.0,1
False,,"[12, 80, 18]",603518,hi,Kismat,A guitar-carrying musician and a rebellious runaway wealthy woman go on the run from organized gangsters.,1.761,/DZJToStWNwVWiTVwdCEfAujmDB.jpg,1968-12-31,Kismat,False,0.0,0
False,,[],407818,hi,चिंगारी,"Reshma is a pretty petty thief who picks the pocket of a poor but honourable man and when discovered, her life begins to take a turn. Reshma was kidnapped for revenge as a kid by a dangerous criminal on the run. His right arm had to be amputated as a result of shots fired by the police inspector chasing him. Bhagat  raises Reshma, teaching her tricks of the pick-pocket business. Bombay's underworld of illicit alcohol, smuggling, goons and the close linkages between crime and politics feature richly in the plot.  Reshma falls in love with a policeman but Bhagat wants her to marry Jaggi a local thug. Reshma wants to reform her life, give up her life of petty criminality and enter society. Bhagat sees his meal ticket vanishing with Reshma's wanting to toe the straight path. So Bhagat sets a train of events in motion that will take Reshma to the gallows.  Can Reshma, raised in the poorer quarters of Bombay crime steer her path away from the gallows?b",2.01,/9Nkv0UPks7TADYt9ccaL7isZxKk.jpg,1971-07-02,Chingari,False,0.0,0
False,/o9fg94b74k8Ojlf3EGojK5rJnG5.jpg,[35],272222,hi,Kudiyon Ka hai Zamaana,"Comedy - A woman is on the verge of giving her heart to a man; however, when she finds out about a bet between him and his friends, she refuses to marry any of them. -  Rekha, Mahima Chaudhry, Vasundhara Das",1.04,/wPQRUdYeEp2mIe331U3WBZcPOds.jpg,2006-01-01,Kudiyon Ka hai Zamaana,False,0.0,0
